JobTitle,JobSubCategories,Clean_Job_title
Technischer Verkaufssachbearbeiter/in 80-100%,tech.72.2032,Technischer Verkaufssachbearbeiter 
Sachbearbeiter/in Rechnungswesen 80 - 100%,admin.9.11,Sachbearbeiter Rechnungswesen 
Leiter/in Sachbearbeitung Finanz- und Rechnungswesen,admin.9.11,Leiter Sachbearbeitung Finanz und Rechnungswesen
Verantwortliche/n Finanzen und Salärwesen 50 %,admin.9.2024,Verantwortlichen Finanzen und Salärwesen 
Sachbearbeiter/in Finanz- und Rechnungswesen 60%,admin.2.155,Sachbearbeiter Finanz und Rechnungswesen 
SachbearbeiterIn Buchhaltung (100%),admin.2.4,SachbearbeiterIn Buchhaltung 
Sachbearbeiter Finanzen (m/w/d),admin.9.2024,Sachbearbeiter Finanzen 
Sachbearbeiter Finanzbuchhaltung (m/w/d) 100%,admin.9.11,Sachbearbeiter Finanzbuchhaltung 
SachbearbeiterIn Rechnungswesen 50-60% (m/w/d),admin.9.2024,SachbearbeiterIn Rechnungswesen 
Junior Accountant / Treuhand Fachmann/-frau D/(E) 80-100%,admin.9.16,Junior Accountant Treuhand Fachmannfrau DE 
Junior Accountant 100%,admin.9.2024,Junior Accountant 
[ZRH] HR Agent Administration (m/w/d) FR/DE 100% - in der Luftfahrtindustrie,tech.101.109,ZRH HR Agent Administration FRDE in der Luftfahrtindustrie
"Fernsehtechniker, Multimediaelektroniker und Detailhandelsangestellte",tech.72.73,Fernsehtechniker Multimediaelektroniker und Detailhandelsangestellte
Verwaltungsangestellte/r (Assistenz Stadtverwalter; 60-70%),admin.2.2022,Verwaltungsangestellter Assistenz Stadtverwalter 
GL-Assistentin (m/w/d),admin.2.2022,GLAssistentin 
CEO Assistent/in 90-100%,admin.2.155,CEO Assistent 
Executive Assistant w/m,admin.2.3,Executive Assistant 
Fachberater*in Verkaufsinnendienst Bad in Winterthur/ Stv. als Fachberater*in Sanitär Shop (80-100%),admin.45.49,Fachberater Verkaufsinnendienst Bad in Winterthur Stv als Fachberater Sanitär Shop 
Gérant de magasin suppléant (h/f) 80-100%,admin.45.47,Gérant de magasin suppléant hf 
Team- und Partnerassistent*in Consulting 100 %,admin.2.2022,Team und Partnerassistent Consulting 
ProjektmitarbeiterIn Marketing & Kommunikation Fokus Digital (80-100%),admin.40.41,ProjektmitarbeiterIn Marketing Kommunikation Fokus Digital 
Projektmitarbeiter w/m/d (60-80%),tech.53.58,Projektmitarbeiter 
ICT Systemtechniker / Junior Projektleiter (m/w) 100% [Ref:2119],tech.53.2029,ICT Systemtechniker Junior Projektleiter Ref
"projektleiter oder junior projektleiter architektur, m/w/d (80-100%)",tech.89.90,projektleiter oder junior projektleiter architektur 
Projektplaner geologisches Tiefenlager (w/m/d),tech.66.71,Projektplaner geologisches Tiefenlager 
(Junior) Projektleiter für Wärmeverbund und erneuerbaren Energieanlagen 80-100% (m/w/d),tech.81.84,Junior Projektleiter für Wärmeverbund und erneuerbaren Energieanlagen 
Senior Management Consultant* - Digitalization & Technology,admin.2.6,Senior Management Consultant Digitalization Technology
Senior Management Consultant*,admin.2.6,Senior Management Consultant
Leiter*in Technik 100%,tech.72.73,Leiter Technik 
Bereichsleiter Tragwerksplanung (Bauingenieur),tech.89.93,Bereichsleiter Tragwerksplanung Bauingenieur
Office and Administration Manager,tech.101.19,Office and Administration Manager
"Sachbearbeiter kaufmännische Projektabwicklung (m, w, d), 60 - 80%",admin.9.11,Sachbearbeiter kaufmännische Projektabwicklung m w d 
Projektleiter Elektro (m/w/d),tech.72.73,Projektleiter Elektro 
Projektassistent*in,admin.20.150,Projektassistent
Projektmanagement-Officer,tech.53.58,ProjektmanagementOfficer
"Project Management Office Specialist (PMO) (a), 80 - 100%",admin.20.150,Project Management Office Specialist PMO a 
IT SAP PMO,admin.20.150,IT SAP PMO
"Head of PMO, International",admin.20.150,Head of PMO International
(Junior) Projektleiter Akquisition (w/m/d),admin.20.150,Junior Projektleiter Akquisition 
Mitarbeiter Project Management Office (m/w/d),admin.20.150,Mitarbeiter Project Management Office 
(Junior) Sales Support (m/w/d),admin.45.49,Junior Sales Support 
Social Media Manager & Sales Assistant (m/w/d) - in D,admin.2.3,Social Media Manager Sales Assistant in D
Sachbearbeiter/-in Administration (m/w/d),admin.2.155,Sachbearbeiterin Administration 
Support Assistant (m/w/d),admin.2.2022,Support Assistant 
Anwaltsassistent/in (100%) für unser Litigation / Arbitration Team,admin.2.3,Anwaltsassistent für unser Litigation Arbitration Team
Anwaltsassistent/in mit Erfahrung Wirtschaftskanzlei 100%,admin.2.3,Anwaltsassistent mit Erfahrung Wirtschaftskanzlei 
Immobilienbewirtschafter m/w (100%),admin.9.13,Immobilienbewirtschafter 
Anwaltsassistentin 40-100% (a),admin.2.3,Anwaltsassistentin a
Fachfrau:mann neurophysiologische Diagnostik / Med. techn. Assistent:in,service.111.113,Fachfraumann neurophysiologische Diagnostik Med techn Assistent
Medico Assistente non in formazione,service.111.113,Medico Assistente non in formazione
Medizinische PraxisassistentIn (w/m/d) 100%,service.111.113,Medizinische PraxisassistentIn 
Verwaltungssekretär/in 80%,service.120.121,Verwaltungssekretär 
Pflegehilfe oder Assistent*in Gesundheit und Soziales (AGS),service.111.115,Pflegehilfe oder Assistent Gesundheit und Soziales AGS
Assistent/in Marketing,admin.40.41,Assistent Marketing
Partnerassistent*in 60-100%,admin.2.7,Partnerassistent 
Administrator,admin.2.3,Administrator
APPRENTI·E HORTICULTEUR·TRICE OPTION PAYSAGISME,tech.89.92,APPRENTI·E HORTICULTEUR·TRICE OPTION PAYSAGISME
Business Process Champion - Quote to Billing and AP/AR (f/m/d),tech.53.60,Business Process Champion Quote to Billing and APAR 
Senior System Engineer (m/w/d),tech.53.60,Senior System Engineer 
ICT-System Engineer in House 100% (m/w),tech.53.60,ICTSystem Engineer in House 
SENIOR LINUX SYSTEM ENGINEER (A),tech.53.60,SENIOR LINUX SYSTEM ENGINEER A
ANSIBLE / LINUX SYSTEM ENGINEER (a),tech.53.57,ANSIBLE LINUX SYSTEM ENGINEER a
Electrical System Engineer,tech.72.73,Electrical System Engineer
"System Engineer (100%, w/m/d)",tech.53.60,System Engineer 
System-Engineer (w/m),tech.53.60,SystemEngineer 
LINUX SYSTEM ENGINEER (A),tech.53.60,LINUX SYSTEM ENGINEER A
ICT System Engineer (m/w) 80-100%,tech.53.60,ICT System Engineer 
Oracle PaaS / Middleware-Experte (m/w/d),tech.53.57,Oracle PaaS MiddlewareExperte 
Telesales Outbound 50 - 60%,admin.45.46,Telesales Outbound 
Sachbearbeiter*in Inbound 80-100%,admin.45.50,Sachbearbeiter Inbound 
Leadgeneration Specialist 80-100%,admin.45.48,Leadgeneration Specialist 
Camera Operator/ Kameramann,service.145.2036,Camera Operator Kameramann
Bauspengler,tech.89.95,Bauspengler
Bauspengler/in EFZ,tech.89.95,Bauspengler EFZ
Lehrstelle als Bauspengler 2023,tech.89.95,Lehrstelle als Bauspengler 
Lehrstelle als Bauspengler EFZ,tech.89.95,Lehrstelle als Bauspengler EFZ
Bauspengler,tech.89.95,Bauspengler
Isolierspengler/in 100%,tech.89.95,Isolierspengler 
Lehre als Bauspengler,tech.89.95,Lehre als Bauspengler
Bauspengler efz (m/w),tech.89.95,Bauspengler efz 
Bauspengler/in EFZ 100%,tech.89.95,Bauspengler EFZ 
1 Bauspengler/-in EFZ oder Polybauer/-in,tech.89.95, Bauspenglerin EFZ oder Polybauerin
Hilfs-/Bauspengler*in 100%,tech.89.95,HilfsBauspengler 
Bauspengler 100%,tech.89.95,Bauspengler 
Rohrleitungsisoleur/-in,tech.89.95,Rohrleitungsisoleurin
Bauspengler/ Bauspenglerin EFZ,tech.89.95,Bauspengler Bauspenglerin EFZ
BAUSPENGLER,tech.89.95,BAUSPENGLER
Bauspengler/in EFZ oder mit Berufserfahrung,tech.89.95,Bauspengler EFZ oder mit Berufserfahrung
Bauspengler,tech.89.95,Bauspengler
Campaigner*in 70%,admin.40.43,Campaigner 
Digital Marketing Manager (m/w/d) 100%,admin.40.41,Digital Marketing Manager 
Chauffeur C Lebensmitteltransporte,tech.101.109,Chauffeur C Lebensmitteltransporte
Chauffeure/Chauffeuse 100% Kat. C,tech.101.108,ChauffeureChauffeuse Kat C
Chauffeur C / CE (4-Tage-Woche) m/w/d,tech.101.109,Chauffeur C CE TageWoche 
Teamleiter Disposition und Transport 100% w/m/d,admin.35.38,Teamleiter Disposition und Transport 
"Maurer, Strassenbauer, Gerüstmonteure, Kranführer, Bauarbeiter etc. - TOP LOHN!",tech.89.94,Maurer Strassenbauer Gerüstmonteure Kranführer Bauarbeiter etc TOP LOHN
Operative:r Rangierleiter:in,tech.101.109,Operativer Rangierleiter
"teamleiterin pflege / pflegefachfrau, m/w/d (80-100%)",service.111.116,teamleiterin pflege pflegefachfrau 
Sachbearbeiter*in Service Center,admin.45.49,Sachbearbeiter Service Center
Plattenleger EFZ ( m/w/D),tech.89.96,Plattenleger EFZ D
Plattenleger (m/w/d),tech.89.96,Plattenleger 
Bodenleger Abteilung Kunstharz,tech.89.96,Bodenleger Abteilung Kunstharz
Staplerfahrer (m/w),tech.81.86,Staplerfahrer 
Staplerfahrer:in Warenannahme Altpapierlager (a),tech.101.108,Staplerfahrer Warenannahme Altpapierlager a
Staplerfahrer,admin.35.38,Staplerfahrer
Mitarbeiter Kommissionierung (temporär),admin.35.38,Mitarbeiter Kommissionierung temporär
Staplerfahrer/in mit Möglichkeit auf Festübernahme,admin.35.38,Staplerfahrer mit Möglichkeit auf Festübernahme
StaplerfahrerIn im unteren Limmattal,tech.101.108,StaplerfahrerIn im unteren Limmattal
Lehrstelle Boden-Parkettleger EFZ (m/w/d),tech.89.96,Lehrstelle BodenParkettleger EFZ 
Kundenplattenleger/in,tech.89.96,Kundenplattenleger
Bodenleger/in EFZ oder mit Berufserfahrung,tech.89.96,Bodenleger EFZ oder mit Berufserfahrung
Bodenleger*in für textile und elastische Bodenbeläge und Parkettarbeiten,tech.89.96,Bodenleger für textile und elastische Bodenbeläge und Parkettarbeiten
Carrossier Spenglerei / Autospengler EFZ 100%,tech.101.102,Carrossier Spenglerei Autospengler EFZ 
Fachberater*in Verkauf Consumer Electronics 100%,admin.45.47,Fachberater Verkauf Consumer Electronics 
Mitarbeiter/-in Frischmarkt 100%,admin.45.47,Mitarbeiterin Frischmarkt 
"detailhandelsfachmann autoteile-logistik, m/w/d (80-100%)",admin.45.47,detailhandelsfachmann autoteilelogistik 
Fachberater*in Verkauf 20%,admin.45.47,Fachberater Verkauf 
Detailhandelsfachfrau/ Schuhe Arbeitspensum 100%,admin.45.47,Detailhandelsfachfrau Schuhe Arbeitspensum 
Assistant de magasin (h/f) 80%,admin.45.47,Assistant de magasin hf 
Project Leader for PCR Software Solutions,tech.53.58,Project Leader for PCR Software Solutions
Product UX Designer,service.136.138,Product UX Designer
Talent Acquisition Officer,admin.2.4,Talent Acquisition Officer
Software Engineer - C++/CMake/Conan (m/f/d) 80-100%,tech.53.59,Software Engineer CCMakeConan 
Application Manager (m/w/d),tech.53.59,Application Manager 
IT CRM Manager,tech.53.60,IT CRM Manager
Relationship Manager (REYL Overseas),admin.20.27,Relationship Manager REYL Overseas
Software Developer (m/f/d),tech.53.59,Software Developer 
Microsoft .NET Entwickler - Bern,tech.53.59,Microsoft NET Entwickler Bern
Web Developer:in (m/w/d) 80-100%,tech.53.2028,Web Developer 
Front-end Designer and Developer,tech.53.157,Frontend Designer and Developer
Game Developer (all genders),tech.53.157,Game Developer all genders
Fullstack Entwickler PHP 80-100%,tech.53.2027,Fullstack Entwickler PHP 
Group Engineering Manager - Document Enablement Group - Zurich,tech.89.93,Group Engineering Manager Document Enablement Group Zurich
Scientific software engineer for life science research,tech.53.59,Scientific software engineer for life science research
"Building Automation Test Software Developer in the Area of Cloud, Edge and IoT 80-100%",tech.53.2027,Building Automation Test Software Developer in the Area of Cloud Edge and IoT 
Research Software Engineer at Swiss National Supercomputing Centre,tech.53.59,Research Software Engineer at Swiss National Supercomputing Centre
Senior Solution Architect Salesforce.com (m/w/d),tech.53.54,Senior Solution Architect Salesforcecom 
Scrum Master (m/f/d),tech.53.58,Scrum Master 
JAVA ARCHITEKT:IN,tech.53.59,JAVA ARCHITEKTIN
Senior Java/JEE Developer (80-100%),tech.53.59,Senior JavaJEE Developer 
Java Developer (junior - senior),tech.53.59,Java Developer junior senior
"Java EE Software Engineer, 80 - 100% (w/m/d)",tech.53.2027,Java EE Software Engineer 
JAVA-Software Engineer (80-100%)- Job ID 66831,tech.53.59,JAVASoftware Engineer Job ID 
Java Engineer auf dem Weg zum Software Architect - Rieter TechHub (m/w/d),tech.53.59,Java Engineer auf dem Weg zum Software Architect Rieter TechHub 
Java & Kotlin Software Engineer (m/w/d),tech.53.59,Java Kotlin Software Engineer 
Software Engineer Java (Workflow) (80-100%),tech.53.55,Software Engineer Java Workflow 
Junior Software Engineer Java (m/w/d) 80 - 100%,tech.53.2027,Junior Software Engineer Java 
JAVA ENTWICKLER:IN,tech.53.59,JAVA ENTWICKLERIN
Software Engineer Java (m/w/d),tech.53.59,Software Engineer Java 
Software Engineer Java (100%),tech.53.55,Software Engineer Java 
Technical Digital Platforms leader // Salesforce Commerce Cloud Solution Architect (H/F),admin.45.48,Technical Digital Platforms leader Salesforce Commerce Cloud Solution Architect HF
Java Senior Software Engineer (m/w) 100%,tech.53.59,Java Senior Software Engineer 
(Senior) Software Engineer 80 - 100%,tech.53.2027,Senior Software Engineer 
DaZ-Lehrperson Erwachsenenbildung,service.120.123,DaZLehrperson Erwachsenenbildung
iOS Developer (f/m) 80 - 100%,tech.53.60,iOS Developer fm 
Software Engineer Mobile (Xamarin/native Android/iOS),tech.53.2028,Software Engineer Mobile Xamarinnative AndroidiOS
Sales Manager Partnering (f/m/d),admin.45.48,Sales Manager Partnering 
"Project Manager Business Development & M&A (m,f) 100%",admin.40.36,Project Manager Business Development MA mf 
Project Manager Medical Affairs Core (f/m/d),tech.66.68,Project Manager Medical Affairs Core 
International Market Intelligence Manager,tech.66.70,International Market Intelligence Manager
Project Construction Manager,admin.20.150,Project Construction Manager
Senior Consultant / Manager Shared Services and Business Process Outsourcing Transformation,admin.2.6,Senior Consultant Manager Shared Services and Business Process Outsourcing Transformation
"Data Manager ""Tagetik / Celonis"" 80 - 100 % (w/m/d)",tech.53.55,Data Manager Tagetik Celonis 
Cyber Strategy & Transformation Assistant Manager (all genders),tech.53.54,Cyber Strategy Transformation Assistant Manager all genders
Digital Sales Consultant / Key Account Manager (m/w/d),admin.2.6,Digital Sales Consultant Key Account Manager 
Data Engineer,tech.53.55,Data Engineer
International Project Manager D/E 80-100% (a),admin.2.6,International Project Manager DE a
Projektleitung Kalkulation,admin.2.6,Projektleitung Kalkulation
Senior iOS Engineer,tech.53.60,Senior iOS Engineer
HR Manager:in 100%,admin.2.4,HR Manager 
Senior Regional Regulatory Affairs Specialist (100%),tech.66.68,Senior Regional Regulatory Affairs Specialist 
Building Services Manager,admin.9.13,Building Services Manager
Praktikant Risk Manager Model Development L&S (befristet für 6 - 9 Monate),admin.20.32,Praktikant Risk Manager Model Development LS befristet für Monate
Test Manager,tech.53.58,Test Manager
Field Trainer:in (m/w/d) Wholesale ELEMIS - Schweiz,admin.2.4,Field Trainer Wholesale ELEMIS Schweiz
Service Technician Spain (m/w/d),tech.81.87,Service Technician Spain 
"Senior Software Engineer (.NET Full-Stack / Azure), 80-100%",tech.53.59,Senior Software Engineer NET FullStack Azure 
HR-Recruiting Manager 80-100%,admin.2.4,HRRecruiting Manager 
Associate VIP Manager,admin.45.156,Associate VIP Manager
Staff Planning Manager D/F 60-100% (all genders),admin.2.4,Staff Planning Manager DF all genders
"Talent Acquisition Manager (w/m), 80-100%",admin.2.4,Talent Acquisition Manager 
Business Development Representative (w/m/d) in Deutschland,admin.2.6,Business Development Representative in Deutschland
Business Manager - Private Equity Technology,admin.2.6,Business Manager Private Equity Technology
Project Manager-Oncology Drug Development-Lausanne,admin.20.150,Project ManagerOncology Drug DevelopmentLausanne
Business Development/Project Manager,admin.2.6,Business DevelopmentProject Manager
"Accountant (befristet bis August 2023, 80-100%, all genders)",admin.9.11,Accountant befristet bis August all genders
Project Manager,admin.20.150,Project Manager
HR-Manager/in (all genders),admin.2.4,HRManager all genders
Building Services Manager,tech.72.151,Building Services Manager
"Manager, IT Vendor Partnership",admin.45.2026,Manager IT Vendor Partnership
Senior BI Project Manager,tech.53.55,Senior BI Project Manager
Risk and Compliance Manager 60% to 100%,admin.20.28,Risk and Compliance Manager to 
Mandatsleiter Incoming Business / Support International 80 - 100% (m/w/d),admin.20.31,Mandatsleiter Incoming Business Support International 
MANDATSBETREUER:IN,admin.20.27,MANDATSBETREUERIN
Sales & Proposal Manager (w/m/d),admin.45.48,Sales Proposal Manager 
Angebotsmanager Netzleittechnik (w/m/d),admin.45.48,Angebotsmanager Netzleittechnik 
Junior BID Manager / Verkaufsprojektleiter (w/m),admin.45.48,Junior BID Manager Verkaufsprojektleiter 
Diabetesfachberaterin/ Diabetesfachberater HF oder DAS 40% Teilzeit,service.111.1283,Diabetesfachberaterin Diabetesfachberater HF oder DAS Teilzeit
Medizinische Sekretärin (a),admin.2.3,Medizinische Sekretärin a
HR Business Partner / HR Manager (50-60%),admin.2.4,HR Business Partner HR Manager 
"HR-Fachperson, 80-100%",admin.2.4,HRFachperson 
HR BUSINESS PARTNER,admin.2.4,HR BUSINESS PARTNER
"HR Business Partner (w/m/d), 60 - 80%",admin.2.4,HR Business Partner 
HR-Generalisten 20 - 40% (w/m/d) auf Mandatsbasis,admin.2.4,HRGeneralisten auf Mandatsbasis
HR-Generalist 60-100% (w/m/d),admin.2.4,HRGeneralist 
HR Business Partner,admin.2.4,HR Business Partner
HR-Manager/in (all genders),admin.2.4,HRManager all genders
Gestionnaire en Ressources humaines (h/f/d),admin.2.5,Gestionnaire en Ressources humaines hfd
HR Generalist (m/w/d) 100%,admin.2.4,HR Generalist 
HR Fachfrau / HR Fachmann 80-100%,admin.2.4,HR Fachfrau HR Fachmann 
HR Business Partner (m/w/d),admin.2.4,HR Business Partner 
HR Generalist/in (m/w/d) 80-100%,admin.2.4,HR Generalist 
HR Business Partner*in,admin.2.4,HR Business Partner
Human Resources Generalist (m/w),admin.2.4,Human Resources Generalist 
HR-Generalist 20 - 40% (w/m/d),admin.2.4,HRGeneralist 
RH salaires / Généraliste tempo,admin.2.4,RH salaires Généraliste tempo
HR Business Partner 80-100%,admin.2.4,HR Business Partner 
TEMPORÄR: HR Business Partner 60-100%,admin.2.4,TEMPORÄR HR Business Partner 
Human Resources Advisor,admin.2.4,Human Resources Advisor
Key User Planification,tech.53.62,Key User Planification
Auditor (w/m) mit Fokussierung Banksteuerung und Risikokontrolle,admin.20.29,Auditor mit Fokussierung Banksteuerung und Risikokontrolle
"Mediaplanung (m/w/d) 100%, Zürich",admin.45.49,Mediaplanung Zürich
Sachbearbeiter Import (m/w/d) 80-100%,tech.101.109,Sachbearbeiter Import 
Employé en restauration (H/F/D),service.126.134,Employé en restauration HFD
Mitarbeiter*in Services Hochspannungsleitungen,tech.72.79,Mitarbeiter Services Hochspannungsleitungen
Betriebsmitarbeiter/In Stahlwerk,tech.81.86,Betriebsmitarbeiter Stahlwerk
Network Security Engineer (80-100%),tech.53.54,Network Security Engineer 
Mitarbeiterin Cafeteria (w/m/d),service.126.129,Mitarbeiterin Cafeteria 
Chef de ligne emballage (h/f/d),service.126.131,Chef de ligne emballage hfd
Area Sales Manager (m/w/d) 80-100%,tech.101.109,Area Sales Manager 
Professional Security Operations Engineer (60-100%),tech.53.54,Professional Security Operations Engineer 
Facharbeiter Instandhaltung + Technik,tech.81.86,Facharbeiter Instandhaltung Technik
Spezialist*in Kreditverarbeitung,admin.20.23,Spezialist Kreditverarbeitung
Kaufmännischer Mitarbeiter m/w/d 80-100%,admin.2.3,Kaufmännischer Mitarbeiter 
Professional Security Operations Engineer (60 bis 100%),tech.53.54,Professional Security Operations Engineer bis 
Bäcker-Konditor HB Igelweid,service.126.131,BäckerKonditor HB Igelweid
Caterpillar Mechaniker:in Werkstatt,tech.81.85,Caterpillar Mechaniker Werkstatt
Konstrukteur/Entwicklungsingenieur FH/HF mit Tätigkeit in Digitalisierungsprojekten (w/m/d),tech.81.84,KonstrukteurEntwicklungsingenieur FHHF mit Tätigkeit in Digitalisierungsprojekten 
Careerstart in der Firmenkunden-Beratung,admin.20.21,Careerstart in der FirmenkundenBeratung
