jobtitle,jobsubcategories
Mitarbeiter Spülküche,['tech.101.19']
HR – Fachperson,['admin.2.4']
Projektleiterin Mittelspannung - Schwerpunkt Schutz- und Leittechnik,['tech.72.73']
Sachbearbeiter / Sachbearbeiterin Komplexe Fälle UVG,['admin.20.33']
Sachbearbeiter Empfang Stadtpolizei,['admin.2.3']
Product Owner im Gesundheitswesen,['tech.53.59']
Senior Verfahrensingenieur/Chemieingenieur,['tech.66.68']
Elektroingenieur Industrialisierung,['tech.72.73']
Badangestellte Hallen- und Freibad Geiselweid,['tech.72.79']
Kaufm. Mitarbeiter Administration LANDI,['admin.9.11']
Assistent Private Banking mit Italienischkenntnissen,['admin.20.27']
Privatkundenberater  Geschäftsstelle Vaduz,['admin.20.27']
Verkaufstalent als Verstärkung,['admin.45.48']
Junior Online Kampagnen Management,['admin.40.2025']
Mitarbeiter Bewohner- und Gästeservice,['service.126.129']
Entwurfs- / Entwicklungsingenieur,['tech.89.90']
Sekretariats-Co-Leiter,['service.120.121']
Praktikant im Bereich Hauswirtschaft,['service.126.134']
Administration Sales & Service Support,['admin.45.49']
Manager - EMEIA Financial Services Strategy in Zurich,['admin.9.10']
Operational Technology / Internet of Things,['tech.53.58']
Manager/Senior Manager Merger & Acquisition Tax,['admin.9.16']
Senior Manager | Conseil en Ressources Humaines / Secteur Financier,['admin.20.22']
Audit Manager - Assurance Financial Services EMEIA,['admin.9.10']
Manager with Focus HR / Talent Consulting,['admin.2.6']
Manager - Cyber Incident Response - Forensics,['admin.45.156']
Studentische Mitarbeitende Projektmanagement,['admin.20.150']
Manager / Senior Manager International Tax Services,['admin.9.16']
Manager leading EY Switzerland's blockchain and digital assets consulting offering,['tech.66.69']
Strategic Relationship Manager,['admin.45.46']
Anlagen- und Apparatebauer / Schweisser,['tech.81.82']
Soudeur en semi-automatique,['tech.89.94']
Anlagen- u. Apparatebauer/Metallbauer/Schweisser,['tech.81.82']
Wirtschaftsinformatikerin / Wirtschaftsinformatiker,['tech.53.55']
Rechtsanwältin destabilisierte Finanzmarktteilnehmer,['admin.2.7']
Leitung Verkauf,['admin.45.51']
Fachperson Inkasso / Arbeitgeberhaftung,['admin.9.14']
Omnichannel Managerin,['tech.53.58']
Specialist,['admin.20.24']
Rohrschlosser mit Schweissfähigkeiten,['tech.89.95']
Junior Supporter/Sachbearbeiter,['tech.53.61']
Gebietsleiter,['admin.2.6']
Techn. Support,['tech.89.93']
Praktikum in Themenbereich Umwelt,['admin.2.6']
Projektleiter Bau Infrastruktur & Tiefbau,['tech.89.93']
ProjektleiterIn Abwassertechnik / Siedlungswasserbau,['admin.20.150']
Umweltingenieur,['tech.89.93']
Bau-  Umweltingenieur als Projektleiter,['admin.20.150']
Praktikum als Energie- und UmweltingenieurIn mit Bachelorstudium an der ZHAW,['tech.89.93']
Landschaftsarchitekt  Umweltingenieur,['tech.89.92']
Dipl. Bau-/Umweltingenieur ETH,['tech.89.93']
Junior Consultant / Projektleiter,['tech.53.58']
Bau-  Umweltingenieur,['tech.89.93']
Bau-  Umweltingenieur ETH,['tech.89.93']
Collaborateur/trice scientifique dans le domaine de l'environnement et de l'énergie/ Mitarbeiterin o,['service.120.121']
Projektleiter Wärme,['tech.72.79']
Projektleiter Wasserbau & Siedlungswasserwirtschaft,['tech.89.93']
"Praktikant im Bereich Gastronomie, befristet",['service.126.129']
Senior Firmenkundenberater Zürich-City,['admin.20.27']
ICT-Supporter / IT-Concierge,['tech.53.61']
2nd Level Digital Banking Tech Support Analyst,['tech.53.61']
1st und 2nd Level Supporter,['tech.53.61']
1st Level Supporter SAP,['tech.53.61']
Support Engineer Unified Communication,['tech.53.61']
"ICT-Supporter, Kundenportal",['tech.53.59']
Firmenkundenberater im Business Banking Switzerland Brugg,['admin.20.27']
Operator Service Desk Bestellungen- & Kreditoren Services,['admin.9.2024']
Senior Supporter,['tech.53.61']
Junior IT Supporter,['tech.53.61']
IT Firstlevel Supporter,['tech.53.61']
Directeur - Directrice,['tech.72.73']
Directeur-trice du CVE de l'orif Morges,['admin.2.154']
Geschäftsführung der Gemeinde Buttisholz,['service.120.121']
Geschäftsführer Enzler Hygiene AG,['tech.101.19']
Gesamtleitung OP-Bereich,['service.111.115']
Geschäftsleiter Wohnsiedlungen Eichhof und Schweighof,['admin.9.13']
Geschäftsleiter Bildungsinstitution,['admin.2.154']
Geschäftsleitung Gastronomie Bern,['service.126.127']
Junior Geschäftsführer firmeneigene Pensionskassen,['admin.20.23']
Geschäftsleiter Planung und Landschaftsarchitektur,['tech.89.90']
Unternehmens-Projektleiter,['tech.53.58']
Agrar Mitarbeiter,['tech.101.106']
Mitarbeiter CNC-Kurzdrehen Medtech,['tech.81.76']
Solateur / Hilfsmonteur im Photovoltaik-Bereich,['tech.72.79']
Landschaftsgärtner als Gruppenleitung,['tech.89.92']
Maschinentechniker,['tech.81.84']
Vicedirettore/trice,['service.120.121']
Geschäftsführer Real Estate Management,['admin.9.13']
Senior Production and CMC Manager,['tech.66.69']
Betriebsbuchalter / Controller,['admin.9.11']
Mechaniker / Maschinenmonteur,['tech.81.76']
Redaktorin  Redaktor,['admin.2.155']
Business Operations / Transformation Manager,['admin.2.6']
Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter als Studienleiter,['service.120.122']
Responsable du Domaine gestion des ressources humaines,['admin.2.4']
Leiter Verkauf Geschäftseinheit Media,['admin.45.48']
Verantwortliche Finanz- und Personalwesen,['admin.9.2024']
PolymechanikerIn in der Prototypen- und Kleinserienfertigung,['tech.72.75']
Mitarbeiterin / Mitarbeiter Case,['service.111.115']
Directeur/trice des ventes à,['admin.45.48']
Stromer | Lungern,['tech.89.74']
Pflege-Praktikant,['service.111.115']
Projektleiter Junior Elektro,['admin.20.150']
Projektleiter Sicherheit,['service.140.141']
Elektro-/Fachplaner Sicherheitsplanung,['tech.89.74']
Sachbearbeiter Grundbildung und überbetriebliche Kurse,['admin.2.3']
Leiter Business Unit  Manufacturing,['admin.2.154']
Teamassistent,['admin.2.3']
Sachbearbeiter Mitglieder- und Verbandswesen,['admin.2.3']
Projektleiter PR und Kommunikation,['admin.40.43']
Technicien en électricité pour le service après-vente,['admin.45.50']
Organisationsentwickler,['admin.2.6']
Telefonistin,['admin.45.50']
Head Legal & Compliance,['admin.2.7']
Leiter Finanzen & Services,['admin.2.4']
Marketing-Leiter,['admin.40.41']
Strategy Consultant in CEO Office,['admin.2.2022']
Geschäftsführer Stellvertreter Gastronomie,['service.126.127']
Direktionsassisten,['admin.2.3']
Chef de Rayon Meubles,['admin.45.47']
Expert agrée / Partenaire lamy?région Genève,['tech.89.90']
Primary School Teacher,['service.120.123']
Projektleiter Sicherheits-Systeme,['tech.89.90']
Finanzabteilung,['admin.9.11']
Fachplaner Sicherheits-Systeme,['tech.89.90']
Sr. Advisor/ Specialist Pharma,['admin.2.7']
Chef de Projet,['tech.53.55']
Leiter Finance & Services,['admin.9.12']
Bohrhelfer Erdwärmesonden,['tech.101.102']
Mandatsleiter Treuhand und GL-Mitglied,['admin.9.17']
ICT-Fachbereichsleiter,['tech.53.61']
"Revisor, befristet bis Ende Juni 2023",['admin.9.10']
Finanzierungsberater,['admin.20.21']
Leiter Rechtsdienst,['admin.2.7']
Hauswirtschaftspraktikerin  Hauswirtschaftspraktiker EBA,['service.120.121']
Leiter Operations D-CH,['service.126.127']
Persönliche Assistentin des CEO,['admin.2.155']
Director Market Access / Chief Marketing Officer Pharmaceuticals,['admin.40.41']
Executive Assistant Managing Partner - Kommunikation | Strategie | PR,['admin.40.43']
Mécanicien / mécatronicien automobile ou sur machines agricoles CFC,['tech.101.102']
"Technicien en service après-vente interne, à temps plein",['tech.72.151']
Oberarzt  leitende Psycholog,['service.111.117']
Verantwortliche Verkauf Aussen- und Innendienst,['tech.89.94']
Assistante de direction à,['admin.2.2022']
Fachspezialist HR,['admin.2.4']
Direktorin / Direktor,['service.126.135']
Detailhandelsfachfrau / -fachmann,['admin.45.47']
Leiter Fundraising,['admin.40.43']
Mitarbeiter Projekte Fundraising/Fokus Sponsoring,['admin.40.41']
Coordinator ALTEA FM,['tech.101.109']
"Verkäuferin Uhren und Schmuck, Bijouterieverkäuferin, 100",['admin.45.48']
Leitung Bildungsgang biomedizinische Analytik,['service.120.121']
Facharztstelle,['service.111.117']
Engineering Manager,['tech.81.86']
Leiter Risk Management,['admin.9.10']
Stagiaires ASE ou éducateur,['service.120.123']
Fachfrau Gesundheit als Nachtwache,['service.111.116']
Abteilungsleiter Wohnen,['service.120.124']
Mitarbeiter Waage / Datenerfassung,['service.126.131']
Elektroingenieur Antriebstechnik & Sensorik,['tech.72.73']
Mitarbeiter Verkauf Checkout,['admin.45.47']
Leiter Kommunikation & Marketing,['admin.9.13']
Fachperson: Rechnungswesen,['admin.2.155']
Personalverantwortliche  Personalverantwortlicher,['admin.2.4']
Lean Manufacturing Expert,['tech.81.86']
Responsable ressources humaines,['admin.2.4']
Expertin/Experte Finanzieren Privatkunden,['admin.20.21']
Isoleur mit  ohne Erfahrung,['admin.45.49']
Verkaufsberater Innendienst Innenausbau/Holzbau,['admin.45.48']
Apotheker mit flexiblen Arbeitszeiten,['tech.66.67']
Kauffrau  Kaufmann,['admin.2.155']
Projektleiter Lüftungsdämmung Mittelland,['admin.45.49']
BACKOFFICE MANAGEMENT,['admin.45.49']
SPS-Programmierer - Inbetriebsetzungsingenieur,['tech.89.74']
Head of Sales & Marketing,['admin.45.48']
Marketing & Social Media Verantwortliche,['admin.40.2025']
Fahrradmechaniker EFZ mit Verkaufsflair,['tech.101.102']
Leiter HR & Support,['admin.2.4']
HR-Leitung,['admin.2.4']
"ASSOCIATE DIRECTOR, PROCESS ANALYTICS",['service.120.122']
SOUS-CHEF,['service.126.128']
Polizisten/Polizistinnen,['service.140.142']
Pflegehilfe SRK / Fachperson Gesundheit,['service.111.115']
Sachbearbeiter Finanz- & Personalwesen,['admin.9.2024']
Teamleader Restaurant,['admin.45.49']
Cross-border Healthcare Financial Advisor,['admin.20.21']
Controller Retail,['admin.9.12']
BERATER QUALITÄTSMANAGEMENT,['admin.2.6']
Geschäftsleitung Jazz Departement / Aufbau Vida Art Festival,['admin.2.154']
Bürohilfe,['admin.2.155']
Head HR Business Partner,['admin.2.4']
Verantwortliche Finanzen & Personal HR,['admin.2.4']
Fachspezialist Risikomanagement im Finanzmarktrecht,['admin.20.28']
Leiter Bereich Personal,['admin.2.4']
Financial-Controller Retail,['admin.9.2024']
Director of Event Sales,['admin.2.154']
Controller / Controllerin,['admin.9.12']
Restaurantfachfrau / Servicefachfrau EFZ,['service.126.127']
Cruise Director Flusskreuzfahrten,['admin.2.154']
Group & Event Sales Executive / Gruppen- und Veranstaltungsverkauf,['admin.45.2026']
Studentischer Mitarbeiter: Communication and Content Manager,['admin.40.44']
Mitarbeiter Direktionsstab,['admin.2.6']
Hauswirtschaftsarbeiten,['admin.45.47']
Spengler- Sanitärinstallateur,['tech.89.95']
Fachperson mit Leitungsambitionen,['admin.2.4']
Senior Business Development Manager – Zurich or Geneva,['admin.2.6']
Leiter Leben mit Beeinträchtigungen,['admin.9.17']
Elektriker EFZ,['tech.89.74']
Annonce Directeur SI_20220811,['admin.2.154']
Directeur,['tech.89.93']
Senior Director ERP,['admin.2.154']
"Associate Director/Director, Global Regulatory Affairs, Marketed Products",['admin.2.154']
Customer Care Director,['admin.45.50']
GesamtleiterIn / ProjektleiterIn Architektur,['admin.2.154']
Bauingenieur als Geschäftsleiter,['admin.2.154']
Steuerberater auf Stufe Senior Manager/Director,['admin.9.16']
Elektro-Projektleiter / Stv. Geschäftsleiter,['admin.2.154']
Stagiaire préalable à la formation ESEDE ou ASE,['service.111.116']
Praktikanten ab Februar 2023,['admin.20.30']
Recyclistin / Recyclist EFZ,['tech.66.69']
Stromer | Sachseln,['tech.89.74']
Senior Molecular Biology & NGS Scientist,['service.120.122']
PR Consultant,['admin.40.43']
Psychomotricien à,['service.111.118']
Stiftungsrätin,['admin.9.2024']
Abdichtungsspezialisten / Sanierungsspezialisten / Beschichtungsspezialisten,['tech.101.104']
EIDG. DIPL. MALERMEISTER,['tech.89.98']
Ordentliche Professur,['admin.2.154']
"Director, Global Regulatory Sciences Liaison, Cell Therapy, Hematology or Oncology - Europe",['admin.2.154']
Belegärztin / Belegarzt,['service.111.1283']
"Sr. Director Statistical Programming, EU Statistical Programming Head",['admin.2.154']
GENERALSEKRETÄR DES ÜBERPARTEILICHEN VEREINS ZUR STÄRKUNG DER ALTERSVORSORGE,['admin.2.154']
Directeur/trice d'institution région genevoise à,['service.120.123']
Top Hairstylist,['admin.2.154']
"Director, Global Regulatory Affairs",['admin.2.154']
Inserat,['admin.45.48']
Bauleitenden Sanitärmonteur,['tech.89.97']
Leiter Industrie / Automation,['tech.81.83']
Offene Lehrstelle als Milchtechnologe  Milchpraktiker,['service.126.132']
KÜCHENHILFE / ALLROUNDER,['admin.2.3']
Elektroinstallateur EFZ Standort Ebnat-Kappel,['tech.89.74']
Stelle,['service.120.2033']
Laufend Gastro Talente gesucht,['admin.45.48']
SERVICEMITARBEITER,['service.126.129']
Elektroinstallateur EFZ Standort Bischofszell,['tech.89.74']
Stage en enseignement spécialisé,['service.120.123']
zuverlässigen Bodenleger gesucht,['tech.89.96']
Bühnenhelfer,['service.145.2036']
Nachwuchsingenieur,['tech.89.93']
Fachplaner Elektro Engineering Infrastrukturprojekte,['tech.89.74']
Non-resident fellows,['admin.45.47']
junggebliebene Pensionäre,['admin.2.3']
Sanitär- und Heizungsinstallateur - Gebäudetechniker,['tech.72.79']
"Räblüte Apotheke, Geschäftsführende Apotheker",['tech.66.67']
SANITÄRINSTALLATEUR,['tech.89.97']
Servicemitarbeiter F&B,['service.126.129']
Bankettaushilfe im Stundenlohn,['service.126.129']
"Dipl. Pflegefachfrau, Fachfrau Gesundheit EFZ  Pflegehelfer",['service.111.115']
KUNDENMALER,['tech.89.98']
Heizungsmonteur mit EFZ,['tech.89.100']
Leitende Psychologin / Leitender Psychologe,['service.111.117']
Projektleiter Elektro Engineering,['tech.89.74']
GIPSER,['tech.89.98']
Lehrstelle als Heizungsinstallateur EFZ ab August 2023,['tech.89.100']
GebäudetechnikplanerIn Sanitär / ProjektleiterIn,['admin.20.150']
Stellvertretung Direktion,['admin.2.154']
Lehrstelle als Koch | Köchin EFZ,['service.126.128']
1 Solarmonteur,['tech.72.79']
Lehrstelle als Haustechnikpraktiker Heizung EBA ab August 2023,['tech.81.84']
servicemitarbeiter teilzeit bis,['service.126.129']
Kundendienst-Techniker,['tech.72.151']
Haustechnikpraktiker Heizung EBA,['tech.89.100']
Sozialpädagogisches Praktikum,['tech.101.106']
1 Dachdecker,['tech.89.95']
CAD-Ausmesser,['tech.89.90']
"Detailhandelsfachmann Sport Abt. Ski, Hartwaren, Footwear, Werkstatt",['admin.45.47']
Elektro-Monteur,['tech.89.74']
Projektleiter MSRL/GA,['admin.20.150']
Brandschutzfachmann VKF,['service.140.143']
Elektriker als Servicetechniker,['tech.89.74']
AVOR / Kalkulation Schreinerei,['tech.81.86']
Service-Projektverantwortlicher,['admin.20.150']
Gastgeberin / Gastgeber Hasliberg,['service.126.127']
Stelleninserat Schwimmbadtechniker / Servicetechniker,['tech.72.151']
Stelleninserat Haushelfer,['service.126.134']
Projektleiter Gebäudeautomation an den Standorten Dietikon  Sursee,['tech.72.79']
Klinische Psycholog,['service.120.124']
Pflegepersonen aller Funktionsstufen,['service.111.115']
Lehrstelle als Zeichner Fachrichtung Ingenieurbau,['tech.89.90']
Stage en psychologie,['service.111.117']
Fachplaner Technische Anlagen,['tech.81.87']
Detailhandelsfachfrau Sport Abt. Textil,['admin.45.47']
Fachverantwortliche Operationssaal,['service.111.1283']
CAD-Sanitärzeichner,['tech.89.97']
GIS-Monteur auf dem Bau,['tech.89.74']
Lehrstelle als Fahrradmechaniker,['tech.101.102']
Verkäufer-Persönlichkeit Metzgerverkauf Ostschweiz,['admin.45.48']
Maschinenbediener Frühschicht,['service.126.131']
Abteilungsleiter Verpackerei Frischfleisch,['tech.81.86']
Linienführer Abpackanlagen,['service.126.131']
Fleischverarbeiter / Slicer,['service.126.131']
Spezialist Kommunikation & Social Media,['admin.40.2025']
Fisaliste junior,['admin.9.16']
Steuerfachperson Veranlagung Spezialdienste,['admin.9.16']
Steuerfachfrau,['admin.9.16']
Prüfingenieur Mechatronische Systeme,['tech.72.73']
ELEKTROPLANER EFZ  ELEKTROINSTALLATEUR EFZ als ELEKTROPLANER,['tech.89.74']
PROJEKTLEITER GEBÄUDEAUTOMATION/MSRL,['tech.72.79']
Projektleiter Prozessautomation,['admin.20.150']
PROJEKTLEITER ELEKTRO-ENGINEERING 60 bis,['tech.89.74']
Lehrstelle Kaufmann / Kauffrau EFZ E-Profil,['admin.2.155']
JUNIOR PROJEKTLEITER HLKS-ENGINEERING,['admin.20.150']
MPA Gastroenterologie und Allgemeine Innere Medizin,['service.111.113']
Facharbeiter Lager,['tech.101.108']
Junge Wilde,['service.120.125']
Junior Industrial Engineer,['admin.2.6']
SACHBEARBEITER HLKS-ENGINEERING,['admin.2.155']
Operateur CNC-Laserschneidmaschine,['tech.81.76']
PROJEKTLEITER HLKS-ENGINEERING,['tech.89.100']
Lehrstelle als - Elektroinstallateur EFZ - Montageelektriker EFZ,['tech.89.74']
Hochschulpraktikantin  Hochschulpraktikant,['service.111.115']
Schreiner als Fenstermonteur,['tech.101.105']
Hostel Manager Stellvertreter,['admin.9.12']
Praktikum Luzerner Zeitung,['tech.101.106']
Sales Manager Jobplattform jobmittelland.ch,['admin.45.48']
Collaborateur*trice d'encadrement,['admin.2.3']
Senior Strategic Purchaser,['admin.35.37']
QC Spécialiste gestion des CMOs,['tech.66.71']
Gestionnaire Administratif RH FR/ANG,['admin.2.4']
Mechaniker Kaltumformung,['tech.81.76']
Controller Category Management,['admin.9.12']
MitarbeiterIn Elektronik-Produktion THT,['tech.72.73']
PRODUKTIONSPLANER AVOR,['tech.81.86']
Senior Projekt-Ingenieur Apparate,['tech.81.82']
Mitarbeiter Konstruktion: Maschinenzeichner EFZ - Konstrukteur,['tech.81.84']
Metall- und StahlbaumonteurIn,['tech.101.104']
Verkaufsorientierter Projektleiter Stahlbau u/o Metallbau,['tech.89.93']
Dipl. BauingenieurIn,['tech.89.93']
MetallbaukonstrukteurIn EFZ,['tech.101.104']
Sanitärinstallateur EFZ gesucht,['tech.89.97']
Lehrstelle Schreiner Bau & Fenster,['tech.101.105']
"PROJEKTLEITER GEBÄUDEAUTOMATION/MSRL, POTENTIELLER ZUKÜNFTIGER LEITER AUTOMATION",['tech.72.79']
Logopädin,['service.120.124']
Facharzt*ärtzin Gynäkologie,['service.111.1283']
